"Month","Bin","College_Games","College_Minutes","Intl_Minutes","Intl_Games","Game_Score","Minutes","Points","Rebounds","Assists","Steals","Turnovers","Blocks","Pts36","Ast36","Reb36","Stl36","TO36","Blk36"
1,0,6.5398230088495595,181.65486725663715,0,0,3.696254222384675,13.533819126699147,4.942725871686307,2.47473656565144,1.1220729663614253,0.47467241127817644,0.8332684862544365,0.3600397328768341,13.147665837330102,2.9847174999791375,6.582806784205983,1.2626300563085855,2.2164967053520868,0.9577067834456332
1,1,29.042253521126764,769.4929577464787,0,0,4.847914091718436,15.915467293950083,6.630228782363541,2.9551835079918605,1.2036260098448361,0.5411070809261713,1.0692070834967113,0.4638499275382813,14.997249641285718,2.722542515034118,6.68447896142814,1.223957459341895,2.418493550642606,1.0492055987401472
1,2,55.63030303030305,1551.654545454546,59.80000000000001,2.860606060606062,4.400868457284435,16.006698546527073,5.93998260458371,2.83773384788902,1.2871362530573829,0.5293660210449563,0.8880638990172722,0.3209765326351595,13.35936783862339,2.894844616169733,6.382229179056398,1.1905751021814057,1.9973075816785657,0.7218949704886416
1,3,90.58783783783791,2510.47972972973,27.76351351351352,1.5540540540540544,3.454757889217608,13.787414929883543,4.949878610264889,2.233429617002136,1.1401676207011198,0.47861022178569984,0.8299826714270798,0.24983115791884739,12.92451346940359,2.977065284100144,5.831656378006464,1.2496880721954693,2.1671485425895756,0.6523283538514986
1,4,128.20805369127513,3524.5738255033566,155.2885906040269,6.117449664429534,2.804444880609937,11.957986507183605,4.027407985812696,1.8658725778270382,0.9399063785168797,0.35941828325460534,0.6465514620913818,0.20699655354071614,12.124673949260451,2.8296260082147406,5.617284545472686,1.0820432176765562,1.9464692171468063,0.6231714614320031
1,5,0,0,329.81249999999994,23.562500000000004,2.38044241025641,10.826132926282048,3.760389741987181,2.0641769578525637,0.3589667290064102,0.2737084128205127,0.5888049203525643,0.20643314423076925,12.50437544350651,1.1936674279011246,6.8639809790523465,0.9101590502013526,1.9579453972187522,0.6864494684215815
1,6,0,0,942.8,57.53333333333333,2.349239650793651,9.904023073015875,3.4305769619047632,1.5291636031746025,0.8136599227936507,0.25727105961904756,0.6474969469841273,0.2957692323809524,12.469757967856212,2.9575614883590724,5.55833617394052,0.9351511075857595,2.3535779268263037,1.0750875969508376
1,7,4.0769230769230775,139.00000000000006,2143.923076923077,100.80769230769232,4.6086645987461266,17.463109903557978,6.020408863854095,2.993118604792643,1.1804455311252846,0.4545055909718487,0.8419368996080844,0.4054650513793897,12.41100355524816,2.4334748710395506,6.170279541708744,0.9369580427168289,1.735643224676474,0.8358615349883386
1,8,0,0,6161.214285714286,275.0357142857142,4.675288435528756,17.26298398206555,6.090364374257885,2.7687552909245516,1.8388907421923306,0.622836403432282,1.0096776238404452,0.1865205259662956,12.700765852593335,3.834798594941576,5.773925908570386,1.298854853069226,2.1055684518979016,0.3889674543962133
2,0,3.8715596330275237,113.87155963302752,0,0,3.9066908753175458,14.350399777427466,5.213569665353,2.7010298944321747,1.2458318222313978,0.4071116399940528,0.8537474525359556,0.34086476643835273,13.07897416543988,3.125344680005171,6.775914100491321,1.0212969162600725,2.1417457888273628,0.8551072988978772
2,1,29.268656716417915,805.20895522388,0,0,5.598990425863193,18.05959881609269,7.625351014670234,3.229218825683932,1.3045509237041728,0.5746162849253563,1.1121154241246312,0.5188645988805058,15.20037290548855,2.600491502142413,6.437124041815973,1.1454399661901469,2.216890622886428,1.0343045684411032
2,2,55.97590361445783,1563.6987951807228,61.11445783132531,2.8132530120481944,4.320449578639742,15.900976112826273,5.93876131805169,2.9336925370182043,1.2828930118503314,0.49315297113872025,0.9579631709383043,0.33587834385364973,13.445426616131202,2.9044851145558424,6.641914973223835,1.1165042218177625,2.1688400705137103,0.7604325855805716
2,3,91.06338028169016,2510.5211267605628,25.85915492957748,1.4507042253521132,3.6260559356620714,14.413206187823926,5.229430622202761,2.1818924696471793,1.2434007757146615,0.4662351910386172,0.8836495312695913,0.2299190437395156,13.061597811480585,3.105653755480337,5.449733243506556,1.164520000523513,2.2070997050315633,0.5742709475435748
2,4,128.23794212218647,3497.3794212218672,157.77813504823166,6.241157556270095,2.7812727098094325,11.926314392246951,3.9142293786647118,1.9261164967173476,0.9764074379988014,0.38432029504464155,0.6417628296972597,0.18931195537244605,11.815239226255326,2.947320237575455,5.814050477061139,1.1600843451352654,1.9371837022945186,0.5714448042589333
2,5,0,0,307.4615384615384,23.846153846153843,2.0311596736596735,9.746173245532246,3.014044314685314,1.8626262882672886,0.43846154102564106,0.3818181843822841,0.5933372209013208,0.31315074071484067,11.133148631275509,1.6195705821419621,6.880089722226202,1.410343761749084,2.1916437779555453,1.156702880374318
2,6,0,0,928.7142857142857,54.57142857142857,3.231789353741497,13.02590731292517,4.082065554421768,2.635678264965987,1.0749021129251701,0.4711245105442181,0.8343691517006804,0.3315192744897956,11.281698574145832,2.9707317222278182,7.2842847150175025,1.3020576587983652,2.30596523832313,0.9162274530995815
2,7,4.24,144.56000000000006,2202.1999999999994,103.52000000000001,4.223726014270172,16.33253633044289,6.022480268485736,2.740204793991342,1.0955506048116326,0.47654133045310243,0.9937971154734152,0.32579696253644125,13.27468589562337,2.4148007985572493,6.03992978113359,1.050387248448048,2.190516857467954,0.7181181424620678
2,8,0,0,6353.153846153845,279.6923076923077,4.8123780128205125,16.48387317948718,6.055988217948719,2.8013981282051277,1.836023434615385,0.5451817243589744,1.0400241128205128,0.15863388717948718,13.225992063409969,4.009788411160911,6.118121118578157,1.1906511208389234,2.2713635111031145,0.34644891259950866
3,0,6.598214285714286,164.06250000000003,0,0,3.619217804451507,13.542165614536895,4.889750318760567,2.639446309194268,1.0557389880061054,0.40066057547992434,0.8470015863900989,0.358684639807487,12.998734211788044,2.8065380863029357,7.016607966232074,1.0651014858209982,2.251638177967026,0.9535141867714567
3,1,28.86666666666666,772.2266666666667,0,0,5.629630454229604,17.712182689024434,7.464441522751409,3.301067472738746,1.396216417434208,0.5897174978900289,1.1011638662181122,0.4624188910728157,15.171472626327766,2.8378089764610457,6.7094175294518905,1.198600437719986,2.238114854608891,0.9398661006888173
3,2,56.43023255813954,1569.633720930233,57.36627906976745,2.7441860465116297,4.677656299164915,17.317156869131217,6.469064433878707,2.992729495847463,1.35416028100178,0.5671531847467168,0.9751216441970819,0.3024349206177417,13.448299936276843,2.815113963826431,6.221475191609428,1.1790338798210662,2.027144493543881,0.6287208243546345
3,3,91.22292993630572,2519.3949044585984,24.401273885350317,1.3630573248407651,4.074186499785106,15.712571778042864,5.671551185597074,2.4598118599822363,1.3587952533195258,0.5143034756733252,0.9131095162204811,0.3131836106379634,12.994425455342391,3.1132159528372196,5.635820043355791,1.1783510290856982,2.0920790719870177,0.7175534433339614
3,4,128.18840579710152,3481.591304347829,138.2608695652173,5.362318840579714,3.2553172552067053,12.958525277269546,4.535512732519285,2.083238836545202,0.9930344904431099,0.41226404535889033,0.6836549531217271,0.2083248343530384,12.600080246561683,2.758743058414173,5.7874330999051455,1.1453082287807417,1.8992576536122643,0.5787459511202668
3,5,0,0,337.75000000000006,23.687500000000004,1.992578842803031,10.262330626893945,3.409628676136364,2.1256662462121216,0.37990731685606055,0.23515963554924244,0.6790449195075762,0.2808813638257576,11.9608923940955,1.332705396469733,7.4567841990097286,0.8249341389944107,2.3820726490929274,0.9853248219491197
3,6,0,0,928.7142857142857,54.57142857142857,4.6249053822605966,16.73873287912089,5.810031062271062,3.0293169253532186,1.3172523062297223,0.5426679005494507,0.9398570530350598,0.4711438443328101,12.49563630366884,2.8330151013653397,6.515153213822206,1.1671160870335993,2.0213509680572157,1.013289268576461
3,7,3.6551724137931036,124.62068965517243,2189.3448275862065,102.58620689655172,3.9579311724643156,15.386592107742834,5.7860663878994565,2.607772803170393,0.9464643567512947,0.4132126019072882,0.930474532461791,0.37425317528104063,13.537655934842169,2.214442067772795,6.101404408250479,0.9667932680932417,2.1770306858117134,0.875639921808126
3,8,0,0,6219.035714285713,273.49999999999994,4.8543019242424235,17.579613203463207,6.678219310606059,2.890307156926407,1.659292372294372,0.510903970238095,0.9972158888419911,0.21095630583333327,13.67583532124904,3.397943100979583,5.918847954450582,1.0462427537909686,2.0421252494474325,0.4320019400941021
4,0,4.834862385321102,141.43119266055047,0,0,4.613827721391449,16.864896519860373,6.159309675261843,2.997117653176588,1.4801025867621778,0.5569243607952699,1.0378709324308726,0.3696679505245112,13.147732513407805,3.1594438223021806,6.39768144366002,1.1888170772361017,2.2154511012570834,0.7890974132696654
4,1,28.82857142857142,759.0428571428569,0,0,6.674065402878072,20.57411672365253,8.976921374254312,3.999199948351649,1.5039679543846145,0.7116788271585555,1.2444107117896384,0.48553280034536894,15.70755983422762,2.6316000382948213,6.9976854935962525,1.2452752223503274,2.177434211449046,0.84957138365696
4,2,56.84242424242432,1583.1878787878788,61.48484848484849,2.830303030303031,5.9390988974642,20.83288825020926,7.899327888961279,3.840770650169426,1.624982039880323,0.6652908413914502,1.145250954278315,0.39877039520185537,13.650330217642752,2.8080289556156006,6.6369934761547285,1.1496471349742698,1.979035929096639,0.6890899646198888
4,3,91.07643312101912,2485.8535031847123,27.32484076433121,1.515923566878981,4.9540007708271245,18.205174177246686,6.741878541729111,2.888094351338611,1.6259183150061711,0.5858293321513585,0.972244056400924,0.33403758713635273,13.331793760347017,3.2151880981934435,5.711090464497518,1.158453951174363,1.9225735326486568,0.6605458986455788
4,4,127.8967551622419,3474.2713864306816,164.985250737463,6.486725663716815,4.116269527524109,16.2350163860849,5.808148583701252,2.595732262742141,1.3162878276768133,0.5138673870816596,0.8848565724299957,0.25961504631917737,12.879158483169737,2.9187751135859847,5.755852611199724,1.13946456812914,1.9621068343843964,0.5756779941103725
4,5,0,0,347.125,24.125,2.9968856458333333,12.28501709469697,4.128502071969696,2.9071461685606055,0.4957611723484848,0.30428668257575764,0.5916539988636363,0.2942916159090909,12.098157735170425,1.4527779706753177,8.519097797052218,0.8916813455193227,1.7337821994798208,0.8623918136264184
4,6,0,0,928.7142857142857,54.57142857142857,4.9304336428571425,17.567268241758246,6.344978648351648,2.969954714285714,1.7212454426739927,0.6037349249084246,1.0348704536630042,0.40696188754578755,13.002547020810884,3.527289222405697,6.086226284183194,1.2372132648967828,2.1207245098762946,0.8339730315509785
4,7,3.9259259259259265,133.8518518518519,2210.9999999999995,104.03703703703704,4.556838843465176,17.149827337641785,6.211130092676869,2.72300329395296,1.071960835543469,0.5242002916482692,1.0068545537117195,0.3589205823530379,13.03807198370977,2.2502028341045297,5.7159828290018275,1.100373206552213,2.113535210588661,0.7534268835668703
4,8,0,0,5882,261.63999999999993,5.5520410558730156,19.568915109841274,7.229862012063491,3.248696003809523,1.7600854566349204,0.5986996144126984,1.065201502984127,0.19354089735873012,13.300432393586934,3.237945286348124,5.9764711268192245,1.1013991321377836,1.9596004117848929,0.35604796003281336
5,0,5.88888888888889,174.2777777777778,0,0,2.0032716049382717,8.521604938271604,2.894753086419753,1.7280864197530859,0.28981481481481475,0.1290123456790123,0.46944444444444433,0.3740740740740743,12.229047446577326,1.2243390076059397,7.3003984063745,0.5450199203187249,1.9831944947482794,1.5802969938428115
5,1,30.333333333333332,756.1333333333333,0,0,4.266204949696972,18.327874412794618,6.663720518720535,3.776948066868688,1.1257816267340075,0.5212602189427612,1.2272005498989897,0.6319745164983166,13.08902130551867,2.211284170199886,7.418761572937915,1.0238703877651723,2.410493372080414,1.241337761353109
5,2,58.62162162162163,1639.4324324324323,105.29729729729729,4.729729729729731,3.5149176928863937,15.08491972727273,5.28097088799579,1.97821068087048,1.275780018369018,0.5247903641511644,0.7003597649350648,0.14670059863109866,12.602980685679801,3.0446354035447154,4.720978685924546,1.2524066054713816,1.6714011074304003,0.3500994135998871
5,3,91.93548387096774,2455.2580645161283,0,0,2.065042763237837,8.558485549998384,2.5359828328338314,1.7475798516504997,0.36565020862256037,0.3123255741151323,0.29673766847346184,0.1811110942831362,10.667235628157972,1.5380533662774787,7.350935430326206,1.313751200777208,1.2481829878238964,0.7618169541916366
5,4,129.1406249999999,3540.484374999999,290.9375,11.171874999999991,2.015032140449133,9.625703490530299,3.034799442931547,1.6313294180059512,0.598491613501082,0.2736082935064935,0.566248992201028,0.1662591366497565,11.350108597570852,2.2383504859915395,6.101149812685411,1.0232912925194537,2.1177635213147377,0.6218069074410572
5,5,0,0,464.5,29.5,1.2875,2.375,0.75,0.625,0.375,0.125,0.125,0.5,11.368421052631579,5.684210526315789,9.473684210526315,1.894736842105263,1.894736842105263,7.578947368421052
5,6,0,0,844.5,45,1.5250000000000001,4.458333333333335,1.416666666666665,1.375,0.375,0.125,0.16666666666666666,0.2083333333333335,11.43925233644858,3.028037383177569,11.102803738317753,1.009345794392523,1.345794392523364,1.6822429906542065
5,7,0,0,2225.4,97.2,3.900833333333334,20.931666666666658,6.713333333333335,2.8866666666666667,0.743333333333334,0.43166666666666664,1.1866666666666665,0.2666666666666666,11.54614220877459,1.2784457361254893,4.964726490962658,0.7424157974361019,2.0409268253841875,0.4586352416593679
5,8,0,0,7365.285714285714,319.2857142857143,3.0928571428571434,15.55476142857143,4.580952428571429,2.821428571428571,0.8202381000000001,0.35714285714285715,0.6666666714285714,0.4559523857142857,10.60217401506732,1.898362230471827,6.529925196079142,0.8265728096302711,1.5429359223308101,1.0552579646489504
6,0,0,0,0,0,0.9416666666666667,2.375,1.5,0.49999999999999994,0.08333333333333325,0.08333333333333325,0.08333333333333325,0,22.736842105263158,1.2631578947368407,7.578947368421052,1.2631578947368407,1.2631578947368407,0
6,1,15,151,0,0,0.3,1.5,0.5,0,0,0,0,0,12,0,0,0,0,0
6,2,67,2009.5,0,0,5.21083325,19.941667499999998,6.41666675,3.0249999999999995,0.95,0.6,0.48333325,0,11.583785708993494,1.7150020177600496,5.460927477604368,1.0831591691116103,0.8725447357900237,0
6,3,99.4,2470.8,0,0,1.8806666,6.693333999999999,2.0266666,1.7333334000000002,0.13333334,0.10666666000000001,0.04000000000000001,0.13333334,10.900396962111857,0.7171314385327252,9.32270859335572,0.5737050862843541,0.2151394208028466,0.7171314385327252
6,4,129.25,3719.8749999999995,104.625,3.6250000000000004,1.5915972249999997,8.085416625,2.388194416666666,1.2652777833333337,0.71944445,0.3319444416666667,0.4187499958333334,0.06250000000000001,10.633341853302454,3.2032981602849686,5.633599641502705,1.477969590713577,1.8644679116952743,0.2782787955592827
6,7,0,0,1775,70,1.68333333333333,9,3.33333333333333,1,0.833333333333333,0.166666666666667,1.33333333333333,0,13.333333333333321,3.333333333333332,4,0.666666666666668,5.33333333333332,0
10,0,1.9272727272727281,48.18181818181818,0,0,2.434913425974025,12.011341924675317,4.325671015064932,2.2776190415584407,0.9630303024242424,0.36722943662337665,1.1467965428571427,0.20424242545454538,12.964759268273598,2.8863628314543943,6.826405076993117,1.1006480209578182,3.437140979064512,0.6121486976620548
10,1,30.83673469387756,848.244897959184,0,0,3.2479835500485885,15.585034059280845,5.613459733722061,3.001700671234206,0.998785237414966,0.4472789105928086,1.2240038862973757,0.492468414674441,12.966577400172788,2.3071023399866695,6.933653385253994,1.033173281501582,2.827336773156774,1.1375568934173992
10,2,54.87096774193547,1487.5268817204303,69.39784946236557,3.3978494623655906,3.956666652022526,15.331336436251915,5.7258064212493585,2.8103942329749123,1.327598549564772,0.5835637586789553,0.9696364707117252,0.2580133133128521,13.444948652850105,3.1173764911531734,6.599176321502153,1.3702846715154555,2.276834318440922,0.6058492889960643
10,3,89.1617647058823,2495.5147058823527,58.35294117647055,3.235294117647059,3.1731266876750697,14.109033587535016,4.924544813025209,2.218627461274509,1.1687850118347334,0.47951680224089627,0.9810749149859938,0.28728991106442575,12.565255598054087,2.9822212956685954,5.660953892437114,1.223514337362082,2.5032683294977036,0.7330365140994927
10,4,128.0819672131148,3520.696721311476,181.62295081967224,6.950819672131148,2.4460685331772076,10.409953110850896,3.4937548739266204,1.6273126466432475,0.6771077267369247,0.402410230913349,0.4942915664324746,0.11176814972677603,12.082203841077401,2.341593463770831,5.627619515220697,1.3916266633113041,1.7093733470346617,0.38651983801635476
10,5,0,0,337.5,24.833333333333336,1.4805555000000001,6.222221666666667,1.6944445000000001,1.8333333333333335,0.22222221666666667,0.5000000000000001,0.5277778333333334,0,9.803572625318985,1.2857143683673542,10.607143804209269,2.8928574011479826,3.0535720226403593,0
10,6,0,0,978.1,55.3,1.1139999999999999,11.004999999999997,2.825,1.895,0.8099999999999999,0.27499999999999997,1.075,0,9.2412539754657,2.64970467969105,6.199000454338939,0.899591094956838,3.516583371194912,0
10,7,0,0,2244.705882352941,105,3.3049019607843135,12.85294117647059,4.294117450980392,2.1225489803921573,0.8137255058823528,0.46078429411764704,0.8921568039215686,0.4558823529411765,12.027459405034321,2.279176245308924,5.945079981693365,1.290617794050343,2.4988556704805487,1.2768878718535468
10,8,0,0,5855.937500000001,275,3.786458333333333,13.78645833333333,5.122395833333333,2.432291666666667,1.3255208333333333,0.3567708333333333,0.8645833333333333,0.13802083333333337,13.375897242160939,3.4612769172648283,6.351341140914244,0.931620702682282,2.257650170003778,0.3604080090668683
11,0,7.038095238095238,187.647619047619,0,0,2.689353749510704,11.850429376224834,3.9279021325817047,2.1020091280312285,0.9954190392784996,0.3613748894169324,0.8536359174700431,0.34914441378952277,11.932434875029674,3.023948270256001,6.3856191372224345,1.0978079870346416,2.593230342402279,1.0606534579784959
11,1,30.261538461538464,819.5538461538462,0,0,3.7935470483373015,14.3452146391096,5.676402804743967,2.749544451142702,1.0109771740480031,0.48685967724224477,1.076677269797381,0.43815549824672745,14.245203443220612,2.5370954134421475,6.900112876058099,1.2217975695488583,2.7019729357713924,1.0995721105404979
11,2,55.53289473684212,1526.4802631578957,58.026315789473685,2.585526315789475,4.031967971624251,15.383396769657594,5.7319971877744225,2.6932989196817214,1.1697566928791756,0.5118032245095755,0.9158673137509163,0.34422273558052696,13.413935936885558,2.7374474944773617,6.3028187181510305,1.1977144162780913,2.143299284854035,0.8055450084562041
11,3,90.0921985815603,2532.262411347519,34.65248226950353,1.8581560283687957,3.041131505512197,12.499350080193764,4.552002362435797,1.9379434845819656,1.027725046050336,0.4416761263680927,0.8310373396397421,0.24430120846663556,13.110448463025074,2.960002033740826,5.581567441294456,1.2720933846349913,2.393511985430121,0.7036240643211541
11,4,127.78461538461538,3456.3269230769224,171.53846153846138,6.765384615384613,2.2803971732282853,10.318592791540707,3.381313555983812,1.6161462752582252,0.7194350716210411,0.33978210789098884,0.5877552530526354,0.1780366730796229,11.796888439595229,2.5099994836108177,5.6384884145242875,1.1854480675023487,2.0505886352295444,0.6211428593364837
11,5,0,0,331.8,22.53333333333333,0.9115925711111112,6.837777975555555,1.928888886666667,1.3037037333333334,0.29111111111111104,0.12592592666666672,0.43370369333333364,0.1907407286666667,10.155345810911351,1.5326616391267835,6.863828361754722,0.6629834101379517,2.283392794533002,1.0042248017627537
11,6,0,0,955.2857142857142,59.07142857142857,1.6375720408163266,10.86060827551021,2.7588292891156465,1.8814222132653065,1.1223014979591837,0.3643534925170069,0.896005182993197,0.22363113387755104,9.14477825630789,3.7201280905817926,6.23640941274711,1.207733986703986,2.970016574531113,0.74127715643198
11,7,4.416666666666667,150.5833333333334,2214.499999999999,103.375,3.382103514575703,14.424003931623927,5.01388497481685,2.3395540867368743,0.9301885876526249,0.36366630479242973,0.8575320822344321,0.3507675622466421,12.513852599392978,2.3216014994336174,5.839151703076742,0.9076527595658738,2.1402625170363447,0.8754595673115178
11,8,0,0,6011.296296296296,267.8148148148147,3.4824419753567417,15.305185322911656,4.825374961054994,2.463703516354015,1.4370811830848167,0.4874356647426646,0.9243298482924481,0.21349386652236654,11.349976817198876,3.380221898627187,5.7949854717519695,1.1465188797464136,2.1741569171798654,0.5021683196020951
12,0,5.7027027027027035,159.84684684684694,0,0,3.020420668665432,12.070286053131992,4.2693985740673455,2.1978847039654394,0.9858086933648583,0.38445860417903355,0.822241177520054,0.28894000900250616,12.733612773538443,2.9402047975429877,6.555258839306862,1.1466596308920018,2.4523596425489167,0.8617724781585567
12,1,29.299999999999994,772.4142857142855,0,0,4.347375968967528,15.655700915230703,6.223535965059868,3.026156018323944,1.09506255586019,0.4713517681355617,1.0518347805346755,0.4597485185323361,14.310907953293235,2.5180764645685567,6.95859081937863,1.0838648326739684,2.418674980077717,1.057183370887116
12,2,56.13855421686749,1554.8493975903614,59.72891566265058,2.740963855421688,4.074546739968381,15.326535206205444,5.703833827846849,2.682953950890409,1.2480245959100609,0.4994979054329409,0.9530563221055383,0.3054686387470697,13.39754974231546,2.9314443772374124,6.301903263364353,1.1732543822628163,2.238602993709097,0.7175053491830345
12,3,91.03401360544221,2544.469387755104,32.48979591836738,1.7687074829931981,3.096321563646335,13.768862419722605,4.606015907276888,2.2032489308125025,1.1110521661926143,0.4182244237507589,0.8026600538112726,0.3157689217458922,12.042866549705025,2.904951532207984,5.76060382415006,1.0934875225030136,2.098631031116655,0.8256078705942316
12,4,128.18402777777789,3488.211805555556,146.82291666666674,5.840277777777785,2.345543892404078,11.101531573682728,3.559433234396566,1.7445777535575455,0.7861625326531159,0.3614688277552853,0.6167542935970027,0.17516631325888798,11.542515155480338,2.549364561787537,5.657309418184838,1.1721695977551942,2.0000082350913506,0.5680285855574135
12,5,0,0,331.8,22.53333333333333,1.888404141587302,8.661062574603177,3.496678920634921,1.60325999968254,0.24246642444444452,0.1257020777777778,0.5819658234920635,0.17124542888888888,14.534064389740841,1.007819907178067,6.664004501920583,0.5224849446613467,2.4189606604561664,0.7117874264154538
12,6,0,0,974.9230769230769,61.61538461538464,1.4034920622710627,8.845360014652016,2.6325397326007325,1.5860806216117216,0.7839438128205132,0.2920634923076926,0.8528693545787545,0.1821733869230769,10.714253599247623,3.1905967891402724,6.455237806425033,1.188678098535323,3.471118949819597,0.7414330132823628
12,7,4.416666666666667,150.5833333333334,2219.5416666666665,101.12500000000001,3.6925976036616155,15.316418125420876,5.258623451430977,2.5414817868686868,1.0862629608164986,0.4454237307659931,0.9913412364057235,0.4399253073905722,12.359968414371892,2.5531730897637255,5.973547051148984,1.0469323947850322,2.33006726627381,1.0340087960758388
12,8,0,0,6089.7241379310335,270.6551724137931,3.9592898902821316,15.96763058516197,5.297448605956111,2.5173950092998942,1.8012856126436785,0.50080858892372,1.0175169344827586,0.15699607043887145,11.943421962156169,4.061108610280055,5.675621054197686,1.1291036015078904,2.2940541770435594,0.3539572452942017
